Toronto Raptors,122,Los Angeles Lakers,129,0,0,0,0,0,0,0,0
Miami Heat,86,New York Knicks,79,0,0,0,0,0,0,0,0
Orlando Magic,93,Phoenix Suns,90,0,0,0,0,0,0,0,0
Minnesota Timberwolves,93,Portland Trail Blazers,107,0,0,0,0,0,0,0,0
Memphis Grizzlies,97,Sacramento Kings,85,0,0,0,0,0,0,0,0
Minnesota Timberwolves,101,Los Angeles Clippers,127,0,0,0,0,0,0,0,0
San Antonio Spurs,109,Philadelphia 76ers,103,0,0,0,0,0,0,0,0
Denver Nuggets,103,Utah Jazz,101,0,0,0,0,0,0,0,0
Miami Heat,86,Washington Wizards,107,0,0,0,0,0,0,0,0
Boston Celtics,105,Atlanta Hawks,109,0,0,0,0,0,0,0,0
Dallas Mavericks,132,Chicago Bulls,129,0,0,0,0,0,0,0,0
Milwaukee Bucks,108,Cleveland Cavaliers,111,0,0,0,0,0,0,0,0
Portland Trail Blazers,105,Denver Nuggets,103,0,0,0,0,0,0,0,0
Los Angeles Lakers,106,Detroit Pistons,96,0,0,0,0,0,0,0,0
Orlando Magic,97,Golden State Warriors,98,0,0,0,0,0,0,0,0
Oklahoma City Thunder,104,New Orleans Pelicans,112,0,0,0,0,0,0,0,0
Brooklyn Nets,98,New York Knicks,93,0,0,0,0,0,0,0,0
Indiana Pacers,99,Phoenix Suns,116,0,0,0,0,0,0,0,0
Toronto Raptors,117,Sacramento Kings,109,0,0,0,0,0,0,0,0
Detroit Pistons,102,Boston Celtics,109,0,0,0,0,0,0,0,0
San Antonio Spurs,93,Brooklyn Nets,95,0,0,0,0,0,0,0,0
Chicago Bulls,102,Charlotte Hornets,95,0,0,0,0,0,0,0,0
Memphis Grizzlies,96,Houston Rockets,105,0,0,0,0,0,0,0,0
Orlando Magic,86,Los Angeles Clippers,114,0,0,0,0,0,0,0,0
Atlanta Hawks,112,Miami Heat,102,0,0,0,0,0,0,0,0
Dallas Mavericks,107,Milwaukee Bucks,105,0,0,0,0,0,0,0,0
Philadelphia 76ers,85,Minnesota Timberwolves,77,0,0,0,0,0,0,0,0
Toronto Raptors,123,Utah Jazz,104,0,0,0,0,0,0,0,0
Los Angeles Lakers,95,Washington Wizards,111,0,0,0,0,0,0,0,0
New Orleans Pelicans,85,Golden State Warriors,112,0,0,0,0,0,0,0,0
Cleveland Cavaliers,90,New York Knicks,87,0,0,0,0,0,0,0,0
Indiana Pacers,82,Portland Trail Blazers,88,0,0,0,0,0,0,0,0
Los Angeles Lakers,96,Boston Celtics,113,0,0,0,0,0,0,0,0
Atlanta Hawks,98,Brooklyn Nets,75,0,0,0,0,0,0,0,0
New York Knicks,102,Charlotte Hornets,103,0,0,0,0,0,0,0,0
Phoenix Suns,118,Dallas Mavericks,106,0,0,0,0,0,0,0,0
San Antonio Spurs,107,Memphis Grizzlies,101,0,0,0,0,0,0,0,0
Miami Heat,85,Milwaukee Bucks,109,0,0,0,0,0,0,0,0
Houston Rockets,114,Minnesota Timberwolves,112,0,0,0,0,0,0,0,0
Oklahoma City Thunder,103,Philadelphia 76ers,91,0,0,0,0,0,0,0,0
Indiana Pacers,101,Sacramento Kings,102,0,0,0,0,0,0,0,0
Cleveland Cavaliers,105,Toronto Raptors,91,0,0,0,0,0,0,0,0
Orlando Magic,98,Utah Jazz,93,0,0,0,0,0,0,0,0
Denver Nuggets,89,Washington Wizards,119,0,0,0,0,0,0,0,0
Golden State Warriors,112,Chicago Bulls,102,0,0,0,0,0,0,0,0
Philadelphia 76ers,108,Detroit Pistons,101,0,0,0,0,0,0,0,0
Phoenix Suns,95,Houston Rockets,100,0,0,0,0,0,0,0,0
New Orleans Pelicans,100,Los Angeles Clippers,120,0,0,0,0,0,0,0,0
Orlando Magic,105,Sacramento Kings,96,0,0,0,0,0,0,0,0
Minnesota Timberwolves,101,San Antonio Spurs,123,0,0,0,0,0,0,0,0
Denver Nuggets,84,Atlanta Hawks,96,0,0,0,0,0,0,0,0
Washington Wizards,93,Boston Celtics,101,0,0,0,0,0,0,0,0
Milwaukee Bucks,102,Dallas Mavericks,125,0,0,0,0,0,0,0,0
Oklahoma City Thunder,96,Detroit Pistons,94,0,0,0,0,0,0,0,0
New Orleans Pelicans,104,Los Angeles Lakers,87,0,0,0,0,0,0,0,0
Miami Heat,87,Memphis Grizzlies,103,0,0,0,0,0,0,0,0
Portland Trail Blazers,103,New York Knicks,99,0,0,0,0,0,0,0,0
Cleveland Cavaliers,110,Brooklyn Nets,88,0,0,0,0,0,0,0,0
Atlanta Hawks,108,Indiana Pacers,92,0,0,0,0,0,0,0,0
Phoenix Suns,120,Los Angeles Clippers,121,0,0,0,0,0,0,0,0
Golden State Warriors,102,Minnesota Timberwolves,86,0,0,0,0,0,0,0,0
Utah Jazz,92,Sacramento Kings,101,0,0,0,0,0,0,0,0
Denver Nuggets,107,Toronto Raptors,112,0,0,0,0,0,0,0,0
Boston Celtics,132,Washington Wizards,133,0,0,0,0,0,0,0,0
Toronto Raptors,101,Cleveland Cavaliers,105,0,0,0,0,0,0,0,0
Portland Trail Blazers,98,Detroit Pistons,86,0,0,0,0,0,0,0,0
Sacramento Kings,95,Los Angeles Lakers,98,0,0,0,0,0,0,0,0
Dallas Mavericks,105,Memphis Grizzlies,114,0,0,0,0,0,0,0,0
New York Knicks,93,New Orleans Pelicans,104,0,0,0,0,0,0,0,0
Milwaukee Bucks,101,Oklahoma City Thunder,114,0,0,0,0,0,0,0,0
Miami Heat,103,Phoenix Suns,97,0,0,0,0,0,0,0,0
San Antonio Spurs,96,Utah Jazz,100,0,0,0,0,0,0,0,0
Philadelphia 76ers,79,Atlanta Hawks,95,0,0,0,0,0,0,0,0
Brooklyn Nets,80,Chicago Bulls,105,0,0,0,0,0,0,0,0
Boston Celtics,87,Charlotte Hornets,96,0,0,0,0,0,0,0,0
New Orleans Pelicans,107,Dallas Mavericks,112,0,0,0,0,0,0,0,0
Miami Heat,82,Denver Nuggets,102,0,0,0,0,0,0,0,0
Houston Rockets,93,Golden State Warriors,105,0,0,0,0,0,0,0,0
Los Angeles Clippers,103,Indiana Pacers,96,0,0,0,0,0,0,0,0
Portland Trail Blazers,82,Minnesota Timberwolves,90,0,0,0,0,0,0,0,0
Washington Wizards,91,Orlando Magic,89,0,0,0,0,0,0,0,0
New York Knicks,95,San Antonio Spurs,109,0,0,0,0,0,0,0,0
Cleveland Cavaliers,94,Oklahoma City Thunder,103,0,0,0,0,0,0,0,0
Houston Rockets,113,Sacramento Kings,109,0,0,0,0,0,0,0,0
Orlando Magic,81,Atlanta Hawks,87,0,0,0,0,0,0,0,0
New York Knicks,101,Boston Celtics,95,0,0,0,0,0,0,0,0
Philadelphia 76ers,70,Brooklyn Nets,88,0,0,0,0,0,0,0,0
Portland Trail Blazers,106,Chicago Bulls,115,0,0,0,0,0,0,0,0
Charlotte Hornets,107,Memphis Grizzlies,113,0,0,0,0,0,0,0,0
Oklahoma City Thunder,111,Minnesota Timberwolves,92,0,0,0,0,0,0,0,0
Cleveland Cavaliers,114,New Orleans Pelicans,119,0,0,0,0,0,0,0,0
Detroit Pistons,105,Phoenix Suns,103,0,0,0,0,0,0,0,0
Los Angeles Lakers,112,San Antonio Spurs,110,0,0,0,0,0,0,0,0
Indiana Pacers,94,Toronto Raptors,106,0,0,0,0,0,0,0,0
Miami Heat,100,Utah Jazz,95,0,0,0,0,0,0,0,0
Los Angeles Clippers,96,Washington Wizards,104,0,0,0,0,0,0,0,0
Brooklyn Nets,114,Charlotte Hornets,87,0,0,0,0,0,0,0,0
Golden State Warriors,105,Dallas Mavericks,98,0,0,0,0,0,0,0,0
Denver Nuggets,96,Houston Rockets,108,0,0,0,0,0,0,0,0
Portland Trail Blazers,95,Indiana Pacers,85,0,0,0,0,0,0,0,0
Los Angeles Clippers,106,Milwaukee Bucks,111,0,0,0,0,0,0,0,0
Atlanta Hawks,99,Orlando Magic,100,0,0,0,0,0,0,0,0
Memphis Grizzlies,120,Philadelphia 76ers,115,0,0,0,0,0,0,0,0
Detroit Pistons,95,Sacramento Kings,90,0,0,0,0,0,0,0,0
San Antonio Spurs,99,Denver Nuggets,91,0,0,0,0,0,0,0,0
Chicago Bulls,93,Miami Heat,75,0,0,0,0,0,0,0,0
Los Angeles Lakers,100,Minnesota Timberwolves,94,0,0,0,0,0,0,0,0
Golden State Warriors,128,New Orleans Pelicans,122,0,0,0,0,0,0,0,0
Toronto Raptors,95,New York Knicks,90,0,0,0,0,0,0,0,0
Phoenix Suns,88,Oklahoma City Thunder,112,0,0,0,0,0,0,0,0
Utah Jazz,84,Washington Wizards,93,0,0,0,0,0,0,0,0
Chicago Bulls,86,Atlanta Hawks,93,0,0,0,0,0,0,0,0
Charlotte Hornets,88,Cleveland Cavaliers,97,0,0,0,0,0,0,0,0
