Houston Rockets,Cleveland Cavaliers,32
Houston Rockets,San Antonio Spurs,30
Houston Rockets,Golden State Warriors,29
Chicago Bulls,Philadelphia 76ers,84
Chicago Bulls,Los Angeles Lakers,86
Chicago Bulls,Brooklyn Nets,89
Chicago Bulls,Phoenix Suns,89
Chicago Bulls,Minnesota Timberwolves,84
Chicago Bulls,New Orleans Pelicans,77
Chicago Bulls,New York Knicks,71
Chicago Bulls,Sacramento Kings,65
Chicago Bulls,Milwaukee Bucks,61
Chicago Bulls,Denver Nuggets,57
Chicago Bulls,Orlando Magic,56
Chicago Bulls,Utah Jazz,57
Chicago Bulls,Washington Wizards,58
Chicago Bulls,Houston Rockets,56
Chicago Bulls,Memphis Grizzlies,45
Chicago Bulls,Dallas Mavericks,41
Chicago Bulls,Portland Trail Blazers,38
Chicago Bulls,Detroit Pistons,36
Chicago Bulls,Indiana Pacers,35
Chicago Bulls,Miami Heat,34
Chicago Bulls,Charlotte Hornets,34
Chicago Bulls,Boston Celtics,34
Chicago Bulls,Atlanta Hawks,33
Chicago Bulls,Los Angeles Clippers,34
Chicago Bulls,Oklahoma City Thunder,34
Chicago Bulls,Toronto Raptors,34
Chicago Bulls,Cleveland Cavaliers,34
Chicago Bulls,San Antonio Spurs,33
Chicago Bulls,Golden State Warriors,32
Memphis Grizzlies,Philadelphia 76ers,85
Memphis Grizzlies,Los Angeles Lakers,87
Memphis Grizzlies,Brooklyn Nets,89
Memphis Grizzlies,Phoenix Suns,91
Memphis Grizzlies,Minnesota Timberwolves,87
Memphis Grizzlies,New Orleans Pelicans,80
Memphis Grizzlies,New York Knicks,73
Memphis Grizzlies,Sacramento Kings,67
Memphis Grizzlies,Milwaukee Bucks,62
Memphis Grizzlies,Denver Nuggets,58
Memphis Grizzlies,Orlando Magic,56
Memphis Grizzlies,Utah Jazz,56
Memphis Grizzlies,Washington Wizards,58
Memphis Grizzlies,Houston Rockets,59
Memphis Grizzlies,Chicago Bulls,56
Memphis Grizzlies,Dallas Mavericks,45
Memphis Grizzlies,Portland Trail Blazers,41
Memphis Grizzlies,Detroit Pistons,38
Memphis Grizzlies,Indiana Pacers,36
Memphis Grizzlies,Miami Heat,35
Memphis Grizzlies,Charlotte Hornets,34
Memphis Grizzlies,Boston Celtics,34
Memphis Grizzlies,Atlanta Hawks,34
Memphis Grizzlies,Los Angeles Clippers,34
Memphis Grizzlies,Oklahoma City Thunder,34
Memphis Grizzlies,Toronto Raptors,34
Memphis Grizzlies,Cleveland Cavaliers,34
Memphis Grizzlies,San Antonio Spurs,35
Memphis Grizzlies,Golden State Warriors,34
Dallas Mavericks,Philadelphia 76ers,86
Dallas Mavericks,Los Angeles Lakers,88
Dallas Mavericks,Brooklyn Nets,90
Dallas Mavericks,Phoenix Suns,92
Dallas Mavericks,Minnesota Timberwolves,90
Dallas Mavericks,New Orleans Pelicans,84
Dallas Mavericks,New York Knicks,76
Dallas Mavericks,Sacramento Kings,70
Dallas Mavericks,Milwaukee Bucks,64
Dallas Mavericks,Denver Nuggets,60
Dallas Mavericks,Orlando Magic,56
Dallas Mavericks,Utah Jazz,54
Dallas Mavericks,Washington Wizards,55
Dallas Mavericks,Houston Rockets,58
Dallas Mavericks,Chicago Bulls,59
Dallas Mavericks,Memphis Grizzlies,56
Dallas Mavericks,Portland Trail Blazers,45
Dallas Mavericks,Detroit Pistons,41
Dallas Mavericks,Indiana Pacers,38
Dallas Mavericks,Miami Heat,36
Dallas Mavericks,Charlotte Hornets,35
Dallas Mavericks,Boston Celtics,34
Dallas Mavericks,Atlanta Hawks,34
Dallas Mavericks,Los Angeles Clippers,34
Dallas Mavericks,Oklahoma City Thunder,34
Dallas Mavericks,Toronto Raptors,34
Dallas Mavericks,Cleveland Cavaliers,34
Dallas Mavericks,San Antonio Spurs,34
Dallas Mavericks,Golden State Warriors,35
Portland Trail Blazers,Philadelphia 76ers,87
Portland Trail Blazers,Los Angeles Lakers,89
Portland Trail Blazers,Brooklyn Nets,91
Portland Trail Blazers,Phoenix Suns,93
Portland Trail Blazers,Minnesota Timberwolves,92
Portland Trail Blazers,New Orleans Pelicans,87
Portland Trail Blazers,New York Knicks,79
Portland Trail Blazers,Sacramento Kings,73
Portland Trail Blazers,Milwaukee Bucks,67
Portland Trail Blazers,Denver Nuggets,61
Portland Trail Blazers,Orlando Magic,57
Portland Trail Blazers,Utah Jazz,54
Portland Trail Blazers,Washington Wizards,53
Portland Trail Blazers,Houston Rockets,55
Portland Trail Blazers,Chicago Bulls,59
Portland Trail Blazers,Memphis Grizzlies,60
Portland Trail Blazers,Dallas Mavericks,57
Portland Trail Blazers,Detroit Pistons,45
Portland Trail Blazers,Indiana Pacers,40
Portland Trail Blazers,Miami Heat,38
Portland Trail Blazers,Charlotte Hornets,36
Portland Trail Blazers,Boston Celtics,35
Portland Trail Blazers,Atlanta Hawks,35
Portland Trail Blazers,Los Angeles Clippers,34
Portland Trail Blazers,Oklahoma City Thunder,34
Portland Trail Blazers,Toronto Raptors,34
Portland Trail Blazers,Cleveland Cavaliers,34
Portland Trail Blazers,San Antonio Spurs,34
Portland Trail Blazers,Golden State Warriors,34
Detroit Pistons,Philadelphia 76ers,88
Detroit Pistons,Los Angeles Lakers,90
Detroit Pistons,Brooklyn Nets,91
Detroit Pistons,Phoenix Suns,94
Detroit Pistons,Minnesota Timberwolves,94
Detroit Pistons,New Orleans Pelicans,90
Detroit Pistons,New York Knicks,83
Detroit Pistons,Sacramento Kings,76
Detroit Pistons,Milwaukee Bucks,69
Detroit Pistons,Denver Nuggets,64
Detroit Pistons,Orlando Magic,59
Detroit Pistons,Utah Jazz,55
Detroit Pistons,Washington Wizards,52
Detroit Pistons,Houston Rockets,52
Detroit Pistons,Chicago Bulls,56
Detroit Pistons,Memphis Grizzlies,60
Detroit Pistons,Dallas Mavericks,60
Detroit Pistons,Portland Trail Blazers,57
Detroit Pistons,Indiana Pacers,45
Detroit Pistons,Miami Heat,40
Detroit Pistons,Charlotte Hornets,38
Detroit Pistons,Boston Celtics,36
Detroit Pistons,Atlanta Hawks,35
Detroit Pistons,Los Angeles Clippers,35
Detroit Pistons,Oklahoma City Thunder,34
Detroit Pistons,Toronto Raptors,34
Detroit Pistons,Cleveland Cavaliers,34
Detroit Pistons,San Antonio Spurs,34
Detroit Pistons,Golden State Warriors,34
Indiana Pacers,Philadelphia 76ers,88
Indiana Pacers,Los Angeles Lakers,90
Indiana Pacers,Brooklyn Nets,92
Indiana Pacers,Phoenix Suns,94
Indiana Pacers,Minnesota Timberwolves,96
Indiana Pacers,New Orleans Pelicans,93
Indiana Pacers,New York Knicks,86
Indiana Pacers,Sacramento Kings,79
Indiana Pacers,Milwaukee Bucks,72
Indiana Pacers,Denver Nuggets,66
Indiana Pacers,Orlando Magic,61
Indiana Pacers,Utah Jazz,56
Indiana Pacers,Washington Wizards,53
Indiana Pacers,Houston Rockets,51
Indiana Pacers,Chicago Bulls,52
Indiana Pacers,Memphis Grizzlies,56
Indiana Pacers,Dallas Mavericks,61
Indiana Pacers,Portland Trail Blazers,61
Indiana Pacers,Detroit Pistons,57
Indiana Pacers,Miami Heat,44
Indiana Pacers,Charlotte Hornets,40
Indiana Pacers,Boston Celtics,37
Indiana Pacers,Atlanta Hawks,36
Indiana Pacers,Los Angeles Clippers,35
Indiana Pacers,Oklahoma City Thunder,35
Indiana Pacers,Toronto Raptors,34
Indiana Pacers,Cleveland Cavaliers,34
Indiana Pacers,San Antonio Spurs,34
Indiana Pacers,Golden State Warriors,34
Miami Heat,Philadelphia 76ers,89
Miami Heat,Los Angeles Lakers,91
Miami Heat,Brooklyn Nets,92
Miami Heat,Phoenix Suns,94
Miami Heat,Minnesota Timberwolves,97
Miami Heat,New Orleans Pelicans,95
Miami Heat,New York Knicks,89
Miami Heat,Sacramento Kings,82
Miami Heat,Milwaukee Bucks,75
Miami Heat,Denver Nuggets,69
Miami Heat,Orlando Magic,63
Miami Heat,Utah Jazz,58
Miami Heat,Washington Wizards,54
Miami Heat,Houston Rockets,51
Miami Heat,Chicago Bulls,50
Miami Heat,Memphis Grizzlies,52
Miami Heat,Dallas Mavericks,57
Miami Heat,Portland Trail Blazers,62
Miami Heat,Detroit Pistons,62
Miami Heat,Indiana Pacers,57
Miami Heat,Charlotte Hornets,44
Miami Heat,Boston Celtics,40
Miami Heat,Atlanta Hawks,37
Miami Heat,Los Angeles Clippers,36
Miami Heat,Oklahoma City Thunder,35
Miami Heat,Toronto Raptors,35
Miami Heat,Cleveland Cavaliers,34
Miami Heat,San Antonio Spurs,34
Miami Heat,Golden State Warriors,34
Charlotte Hornets,Philadelphia 76ers,90
Charlotte Hornets,Los Angeles Lakers,91
Charlotte Hornets,Brooklyn Nets,93
Charlotte Hornets,Phoenix Suns,94
Charlotte Hornets,Minnesota Timberwolves,97
Charlotte Hornets,New Orleans Pelicans,97
Charlotte Hornets,New York Knicks,92
Charlotte Hornets,Sacramento Kings,85
Charlotte Hornets,Milwaukee Bucks,78
Charlotte Hornets,Denver Nuggets,71
Charlotte Hornets,Orlando Magic,66
Charlotte Hornets,Utah Jazz,60
Charlotte Hornets,Washington Wizards,56
Charlotte Hornets,Houston Rockets,52
Charlotte Hornets,Chicago Bulls,49
Charlotte Hornets,Memphis Grizzlies,49
Charlotte Hornets,Dallas Mavericks,52
Charlotte Hornets,Portland Trail Blazers,58
Charlotte Hornets,Detroit Pistons,63
Charlotte Hornets,Indiana Pacers,62
Charlotte Hornets,Miami Heat,57
Charlotte Hornets,Boston Celtics,44
Charlotte Hornets,Atlanta Hawks,40
Charlotte Hornets,Los Angeles Clippers,37
Charlotte Hornets,Oklahoma City Thunder,36
Charlotte Hornets,Toronto Raptors,35
Charlotte Hornets,Cleveland Cavaliers,35
Charlotte Hornets,San Antonio Spurs,34
Charlotte Hornets,Golden State Warriors,34
Boston Celtics,Philadelphia 76ers,90
Boston Celtics,Los Angeles Lakers,92
Boston Celtics,Brooklyn Nets,93
Boston Celtics,Phoenix Suns,95
Boston Celtics,Minnesota Timberwolves,98
Boston Celtics,New Orleans Pelicans,99
Boston Celtics,New York Knicks,95
Boston Celtics,Sacramento Kings,88
Boston Celtics,Milwaukee Bucks,81
Boston Celtics,Denver Nuggets,74
Boston Celtics,Orlando Magic,68
Boston Celtics,Utah Jazz,63
Boston Celtics,Washington Wizards,58
Boston Celtics,Houston Rockets,53
Boston Celtics,Chicago Bulls,50
Boston Celtics,Memphis Grizzlies,48
Boston Celtics,Dallas Mavericks,48
Boston Celtics,Portland Trail Blazers,53
Boston Celtics,Detroit Pistons,59
Boston Celtics,Indiana Pacers,64
Boston Celtics,Miami Heat,63
Boston Celtics,Charlotte Hornets,57
Boston Celtics,Atlanta Hawks,44
Boston Celtics,Los Angeles Clippers,40
Boston Celtics,Oklahoma City Thunder,37
Boston Celtics,Toronto Raptors,36
Boston Celtics,Cleveland Cavaliers,35
